\ell, cls, \sigma_\ell
3.870000000000000000e+02 7.466899333817549056e-02 1.326340211943244016e-02
3.880000000000000000e+02 6.566198588119383228e-02 1.315423094871124611e-02
3.890000000000000000e+02 6.600387744764843467e-02 1.304732009836215116e-02
3.900000000000000000e+02 6.091467236913988836e-02 1.294266847966544891e-02
3.910000000000000000e+02 6.121308642682871809e-02 1.284027483043732008e-02
3.920000000000000000e+02 6.356460584270744174e-02 1.274007710139989959e-02
3.930000000000000000e+02 5.971599818427338058e-02 1.264213418122864772e-02
3.940000000000000000e+02 6.095376571095204726e-02 1.254638355448737738e-02
3.950000000000000000e+02 6.613963674408407378e-02 1.245282303857936715e-02
3.960000000000000000e+02 5.685412311365042881e-02 1.236145018211005919e-02
3.970000000000000000e+02 5.792641021636740772e-02 1.227223196318465159e-02
3.980000000000000000e+02 5.961284668865127201e-02 1.218519561983831372e-02
3.990000000000000000e+02 6.667273725740786861e-02 1.210030750642057153e-02
4.000000000000000000e+02 6.133733608947482957e-02 1.201756391561868004e-02
4.010000000000000000e+02 5.568076588721197068e-02 1.193696083772210342e-02
4.020000000000000000e+02 5.505159503136031890e-02 1.185846396370638343e-02
4.030000000000000000e+02 5.391195270714057436e-02 1.178206890425696762e-02
4.040000000000000000e+02 5.867481295629524418e-02 1.170777085144381058e-02
4.050000000000000000e+02 5.154806633545963579e-02 1.163550439702732732e-02
4.060000000000000000e+02 5.095821634115640930e-02 1.156526407563514616e-02
4.070000000000000000e+02 4.923462612225013718e-02 1.149704398682552253e-02
4.080000000000000000e+02 5.948862810160129855e-02 1.143080782829379929e-02
4.090000000000000000e+02 5.248908885424333204e-02 1.136648913342382106e-02
4.100000000000000000e+02 5.446090996221380348e-02 1.130414078586703189e-02
4.110000000000000000e+02 4.946907980139786387e-02 1.124363605259359571e-02
4.120000000000000000e+02 4.952347408527221079e-02 1.118502704635781532e-02
4.130000000000000000e+02 5.386354559118262247e-02 1.112827596406004531e-02
4.140000000000000000e+02 5.652567201438341016e-02 1.107334480788860730e-02
4.150000000000000000e+02 4.805791518250638467e-02 1.102016588925248779e-02
4.160000000000000000e+02 5.409335188668008138e-02 1.096878946342705330e-02
4.170000000000000000e+02 4.907503206291141673e-02 1.091911790832739322e-02
4.180000000000000000e+02 4.824059316360655714e-02 1.087117127444249716e-02
4.190000000000000000e+02 5.172803311848608171e-02 1.082488126638584194e-02
4.200000000000000000e+02 4.648289697288055661e-02 1.078026721409648843e-02
4.210000000000000000e+02 5.328384256537441882e-02 1.073726062545270719e-02
4.220000000000000000e+02 4.750219464347306408e-02 1.069582228384982799e-02
4.230000000000000000e+02 4.877151076442551997e-02 1.065597065629285758e-02
4.240000000000000000e+02 4.434170593201610527e-02 1.061763725823344773e-02
4.250000000000000000e+02 4.743869049125200299e-02 1.058078268845773218e-02
4.260000000000000000e+02 4.697128490717727978e-02 1.054539615943328804e-02
4.270000000000000000e+02 4.659885350145982763e-02 1.051138131887615831e-02
4.280000000000000000e+02 5.016165563693708584e-02 1.047878436124851514e-02
4.290000000000000000e+02 5.024084411842711512e-02 1.044748115517848096e-02
4.300000000000000000e+02 4.805333187328648947e-02 1.041746143784198428e-02
4.310000000000000000e+02 4.484841668780971402e-02 1.038871471770178717e-02
4.320000000000000000e+02 4.671077403310474468e-02 1.036117459690689968e-02
4.330000000000000000e+02 4.344522888240440889e-02 1.033485858607264413e-02
4.340000000000000000e+02 4.924147600695574778e-02 1.030967312819963157e-02
4.350000000000000000e+02 5.018274385842375063e-02 1.028563585000018960e-02
4.360000000000000000e+02 4.277875096481883327e-02 1.026270902178173447e-02
4.370000000000000000e+02 5.015591010912704567e-02 1.024085526033587275e-02
4.380000000000000000e+02 4.541118373571336603e-02 1.022003754998883525e-02
4.390000000000000000e+02 4.741902770344244566e-02 1.020024621227237638e-02
4.400000000000000000e+02 4.682642629267032286e-02 1.018141780784717620e-02
4.410000000000000000e+02 4.429500400527089377e-02 1.016351653391159814e-02
4.420000000000000000e+02 4.955516472913056719e-02 1.014648048225044383e-02
4.430000000000000000e+02 4.628261815603815915e-02 1.013030156401794647e-02
4.440000000000000000e+02 4.524353001970072424e-02 1.011491907182472498e-02
4.450000000000000000e+02 4.292686700519056375e-02 1.010029946518573897e-02
4.460000000000000000e+02 4.668994247029940176e-02 1.008640969936292799e-02
4.470000000000000000e+02 4.181995737629268239e-02 1.007321723435132023e-02
4.480000000000000000e+02 4.224294217801240203e-02 1.006074146561882453e-02
4.490000000000000000e+02 4.935490566448539479e-02 1.004892446814462971e-02
4.500000000000000000e+02 4.201424402111064021e-02 1.003773483213612171e-02
4.510000000000000000e+02 4.546368436693010856e-02 1.002716646046498614e-02
4.520000000000000000e+02 4.740057883403570038e-02 1.001721123252768443e-02
4.530000000000000000e+02 4.210289099429258969e-02 1.000778554717322681e-02
4.540000000000000000e+02 4.811303919774126414e-02 9.998882127674742909e-03
4.550000000000000000e+02 4.164731491070641084e-02 9.990444302642089575e-03
4.560000000000000000e+02 4.629288497134406016e-02 9.982441154722550627e-03
4.570000000000000000e+02 4.969239350965681812e-02 9.974842375514724607e-03
4.580000000000000000e+02 4.795284696703611821e-02 9.967593973550636227e-03
4.590000000000000000e+02 4.694766371545129602e-02 9.960643128061757307e-03
4.600000000000000000e+02 4.984286735508595273e-02 9.954034212798423473e-03
4.610000000000000000e+02 4.740232606386873826e-02 9.947667301679140317e-03
4.620000000000000000e+02 4.385419988938711600e-02 9.941610835370810750e-03
4.630000000000000000e+02 4.458726336560440984e-02 9.935766486935906916e-03
4.640000000000000000e+02 4.433640543953396018e-02 9.930202326808079683e-03
4.650000000000000000e+02 4.408362563542830848e-02 9.924821607050517830e-03
4.660000000000000000e+02 4.565202976643414901e-02 9.919668849364043917e-03
4.670000000000000000e+02 4.302648704569489446e-02 9.914695346405434997e-03
4.680000000000000000e+02 4.920532216022542593e-02 9.909853500007006002e-03
4.690000000000000000e+02 4.351748184276921921e-02 9.905142336439050690e-03
4.700000000000000000e+02 4.350912898761349901e-02 9.900515622020846646e-03
4.710000000000000000e+02 4.737780586907002628e-02 9.895928192510391325e-03
4.720000000000000000e+02 4.828587029737429343e-02 9.891380665264492764e-03
4.730000000000000000e+02 5.002699362994972310e-02 9.886829169527405758e-03
4.740000000000000000e+02 5.019153976211595397e-02 9.882275065425537644e-03
4.750000000000000000e+02 4.537849757121839578e-02 9.877697706946632697e-03
4.760000000000000000e+02 4.567814073092024002e-02 9.873098777024866615e-03
4.770000000000000000e+02 4.737420331183851696e-02 9.868436481388787734e-03
4.780000000000000000e+02 4.862813539039751581e-02 9.863734781137124472e-03
4.790000000000000000e+02 4.793397551463108447e-02 9.858995621479554189e-03
4.800000000000000000e+02 5.003575164395687724e-02 9.854156866314051078e-03
4.810000000000000000e+02 4.415427902246524261e-02 9.849263933057288145e-03
4.820000000000000000e+02 4.419560481980597949e-02 9.844234588625939975e-03
4.830000000000000000e+02 4.874966213422702449e-02 9.839093396219482715e-03
4.840000000000000000e+02 4.668506944928977470e-02 9.833801777934567112e-03
4.850000000000000000e+02 4.594780147434601725e-02 9.828322033530338675e-03
4.860000000000000000e+02 4.673966033930795211e-02 9.822679216002107652e-03
4.870000000000000000e+02 4.687503496442058104e-02 9.816836278525612955e-03
4.880000000000000000e+02 4.818407193670474348e-02 9.810777409428870707e-03
4.890000000000000000e+02 4.649349214783009970e-02 9.804527742486036576e-03
4.900000000000000000e+02 4.671445315538429177e-02 9.798051325782358018e-03
4.910000000000000000e+02 4.846686704405666485e-02 9.791353144739545905e-03
4.920000000000000000e+02 4.439345074092845150e-02 9.784438087541511703e-03
4.930000000000000000e+02 4.449838600963201829e-02 9.777310947700139712e-03
4.940000000000000000e+02 4.930632549621962596e-02 9.769956672713896520e-03
4.950000000000000000e+02 4.639092955163586635e-02 9.762360536789136886e-03
4.960000000000000000e+02 4.886145539270241034e-02 9.754527677503737823e-03
4.970000000000000000e+02 4.329886856308362564e-02 9.746424241712304745e-03
4.980000000000000000e+02 4.822862463228984320e-02 9.738055771252631873e-03
4.990000000000000000e+02 4.703026200770847598e-02 9.729408451706902938e-03
5.000000000000000000e+02 5.075873225171582959e-02 9.720468751924248030e-03
5.010000000000000000e+02 4.397123963826816279e-02 9.711222965758978254e-03
5.020000000000000000e+02 4.613478312442918783e-02 9.701674833349958893e-03
5.030000000000000000e+02 4.721596675645377272e-02 9.691808709296867441e-03
5.040000000000000000e+02 4.483929320792787859e-02 9.681628021713739596e-03
5.050000000000000000e+02 4.840015713745025178e-02 9.671154805687214376e-03
5.060000000000000000e+02 4.583611439970152607e-02 9.660354890631203673e-03
5.070000000000000000e+02 4.693850573351530941e-02 9.649250257990647783e-03
5.080000000000000000e+02 4.500833263100313675e-02 9.637825630796539172e-03
5.090000000000000000e+02 4.579194558078968080e-02 9.626066006086866217e-03
5.100000000000000000e+02 5.052405160866384193e-02 9.614011379366823110e-03
5.110000000000000000e+02 4.489563076278264148e-02 9.601610187119268003e-03
5.120000000000000000e+02 4.744500456307417652e-02 9.588902184085432504e-03
5.130000000000000000e+02 4.628494801918547896e-02 9.575854394756888599e-03
5.140000000000000000e+02 4.674101165754571130e-02 9.562470247780905167e-03
5.150000000000000000e+02 4.969870107121693997e-02 9.548753086470285895e-03
5.160000000000000000e+02 4.565776748156212539e-02 9.534706169902726000e-03
5.170000000000000000e+02 4.615843668251866372e-02 9.520314986731613291e-03
5.180000000000000000e+02 4.401387182969398321e-02 9.505565243015951654e-03
5.190000000000000000e+02 4.280806682298071014e-02 9.490477928714921574e-03
5.200000000000000000e+02 4.968608601670267133e-02 9.475021250869348002e-03
5.210000000000000000e+02 4.336207223529234961e-02 9.459216085703390023e-03
5.220000000000000000e+02 4.841785460511075639e-02 9.443048280156378024e-03
5.230000000000000000e+02 5.094804634817271666e-02 9.426503865875868540e-03
5.240000000000000000e+02 5.007630443284591393e-02 9.409620613602677833e-03
5.250000000000000000e+02 5.090587699873622141e-02 9.392367171846485382e-03
5.260000000000000000e+02 4.390295521534214734e-02 9.374780850267343604e-03
5.270000000000000000e+02 4.590499195368314550e-02 9.356847367630568083e-03
5.280000000000000000e+02 4.586305935653720023e-02 9.338569538534092010e-03
5.290000000000000000e+02 4.571905024037075521e-02 9.319950086030681299e-03
5.300000000000000000e+02 4.483274918969476497e-02 9.301008448289765917e-03
5.310000000000000000e+02 4.715821879048208431e-02 9.281713496750682718e-03
5.320000000000000000e+02 4.471879804369426059e-02 9.262101239023330657e-03
5.330000000000000000e+02 4.621743678940012923e-02 9.242157238714956632e-03
5.340000000000000000e+02 4.538035558409131420e-02 9.221867205873443205e-03
5.350000000000000000e+02 4.308918292103560560e-02 9.201266536702822421e-03
5.360000000000000000e+02 4.927285219960707285e-02 9.180324251110099851e-03
5.370000000000000000e+02 4.616286090240571266e-02 9.159075352277831067e-03
5.380000000000000000e+02 4.243615201136678033e-02 9.137505265956465811e-03
5.390000000000000000e+02 4.617522106426331929e-02 9.115632154833261044e-03
5.400000000000000000e+02 4.530946818851905311e-02 9.093425137930906746e-03
5.410000000000000000e+02 4.448504492556196871e-02 9.070934671773703620e-03
5.420000000000000000e+02 4.319917172019210883e-02 9.048145923617656808e-03
5.430000000000000000e+02 4.868614592046688339e-02 9.025044183511949855e-03
5.440000000000000000e+02 4.350439325428388099e-02 9.001663033298072658e-03
5.450000000000000000e+02 4.628491167233458881e-02 8.978003581108066206e-03
5.460000000000000000e+02 4.232409785952226389e-02 8.954050899724676563e-03
5.470000000000000000e+02 4.606217843168106812e-02 8.929822019763068372e-03
5.480000000000000000e+02 4.509613252419530233e-02 8.905317846226300238e-03
5.490000000000000000e+02 4.625284332037266771e-02 8.880539218203543569e-03
5.500000000000000000e+02 4.394235336441811024e-02 8.855486909270066445e-03
5.510000000000000000e+02 4.407781409078821017e-02 8.830193048089110888e-03
5.520000000000000000e+02 4.003126008400729324e-02 8.804626153895312585e-03
5.530000000000000000e+02 4.388246599475176951e-02 8.778817624674308331e-03
5.540000000000000000e+02 3.977762514139514261e-02 8.752782855061870884e-03
5.550000000000000000e+02 4.221462872969877766e-02 8.726505838897734985e-03
5.560000000000000000e+02 4.134424875636051600e-02 8.699986236537594897e-03
5.570000000000000000e+02 4.354284067831101085e-02 8.673270244077194505e-03
5.580000000000000000e+02 4.301210026824904553e-02 8.646326120533539064e-03
5.590000000000000000e+02 4.082526306091979057e-02 8.619168740584949237e-03
5.600000000000000000e+02 4.361429904522502038e-02 8.591797373932482176e-03
5.610000000000000000e+02 4.111539389598737465e-02 8.564242033921126013e-03
5.620000000000000000e+02 4.084560106815536551e-02 8.536470994559022807e-03
5.630000000000000000e+02 3.895534247086480245e-02 8.508514063284150497e-03
5.640000000000000000e+02 3.977164979828791413e-02 8.480385461633339200e-03
5.650000000000000000e+02 4.087775693617578393e-02 8.452053453015471660e-03
5.660000000000000000e+02 4.163468453802419283e-02 8.423547459782894029e-03
5.670000000000000000e+02 4.115419987697831183e-02 8.394881425895990221e-03
5.680000000000000000e+02 3.758556659371224684e-02 8.366038787695383866e-03
5.690000000000000000e+02 3.820647909800543862e-02 8.337033372061358055e-03
5.700000000000000000e+02 4.106713094386930246e-02 8.307863738261525230e-03
5.710000000000000000e+02 3.804910593467211027e-02 8.278543518075543589e-03
5.720000000000000000e+02 3.965598716326138723e-02 8.249086211532185089e-03
5.730000000000000000e+02 3.646530927378491271e-02 8.219490140346008555e-03
5.740000000000000000e+02 3.915616207114666625e-02 8.189753601846308170e-03
5.750000000000000000e+02 3.721991652071796747e-02 8.159919881621749416e-03
5.760000000000000000e+02 3.655908155344466531e-02 8.129957056328560028e-03
5.770000000000000000e+02 4.028066480593069099e-02 8.099908161031968423e-03
5.780000000000000000e+02 3.532654731156537053e-02 8.069756195549834116e-03
5.790000000000000000e+02 3.924246391623498198e-02 8.039514061950140539e-03
5.800000000000000000e+02 3.671870669889382155e-02 8.009194560120289422e-03
5.810000000000000000e+02 3.644731098358006127e-02 7.978810392113070554e-03
5.820000000000000000e+02 3.385011000323779468e-02 7.948359311131816818e-03
5.830000000000000000e+02 3.491860444315592060e-02 7.917839057872352176e-03
5.840000000000000000e+02 3.685652413892293033e-02 7.887276993719390117e-03
5.850000000000000000e+02 3.763413371121904910e-02 7.856670721558949369e-03
5.860000000000000000e+02 3.521232060806230718e-02 7.826017834685606439e-03
5.870000000000000000e+02 3.484758818690954218e-02 7.795330679208754832e-03
5.880000000000000000e+02 3.666756424429391120e-02 7.764636268036867982e-03
5.890000000000000000e+02 3.383882969096865811e-02 7.733902552890590913e-03
5.900000000000000000e+02 3.747789411187453512e-02 7.703171176922998797e-03
5.910000000000000000e+02 3.414502680868661960e-02 7.672439489427342052e-03
5.920000000000000000e+02 3.235082499524426225e-02 7.641704834918080884e-03
5.930000000000000000e+02 3.515178370715175971e-02 7.610979219301545161e-03
5.940000000000000000e+02 3.773804520238054766e-02 7.580259930983558256e-03
5.950000000000000000e+02 3.503440906256761328e-02 7.549573529113029827e-03
5.960000000000000000e+02 3.262664013666133345e-02 7.518917207322188892e-03
5.970000000000000000e+02 3.390706527904569639e-02 7.488288157179780538e-03
5.980000000000000000e+02 3.098234911816914045e-02 7.457698163970236278e-03
5.990000000000000000e+02 3.507493182034703005e-02 7.427158957043912546e-03
6.000000000000000000e+02 3.161924029482499066e-02 7.396667641966696814e-03
6.010000000000000000e+02 3.184072421912029910e-02 7.366250647478021253e-03
6.020000000000000000e+02 3.262049136060912041e-02 7.335876954264831940e-03
6.030000000000000000e+02 3.107967096047369732e-02 7.305603044870693889e-03
6.040000000000000000e+02 3.220728737671148256e-02 7.275398078971025660e-03
6.050000000000000000e+02 3.172329771443689606e-02 7.245274838042946135e-03
6.060000000000000000e+02 2.885610748953403373e-02 7.215260552403220638e-03
6.070000000000000000e+02 3.251420756173183102e-02 7.185338901092729394e-03
6.080000000000000000e+02 3.068872773594259751e-02 7.155537034094750469e-03
6.090000000000000000e+02 3.065806952842697539e-02 7.125867548680837014e-03
6.100000000000000000e+02 2.945418606732554123e-02 7.096299641574575941e-03
6.110000000000000000e+02 2.886803107523203127e-02 7.066889251224983334e-03
6.120000000000000000e+02 2.898367610724073701e-02 7.037605558266260206e-03
6.130000000000000000e+02 3.270805306673803953e-02 7.008461094752610823e-03
6.140000000000000000e+02 2.875740504418575552e-02 6.979497173051138828e-03
6.150000000000000000e+02 2.946799979006699960e-02 6.950668588294989236e-03
6.160000000000000000e+02 3.084842357053629511e-02 6.922030987211964109e-03
6.170000000000000000e+02 3.052174389836215251e-02 6.893567963466815628e-03
6.180000000000000000e+02 2.809275635961764467e-02 6.865291893529636494e-03
6.190000000000000000e+02 3.095317022870472737e-02 6.837200761412501500e-03
6.200000000000000000e+02 2.925569894212752542e-02 6.809306903489529932e-03
6.210000000000000000e+02 2.975960099303047099e-02 6.781636954765380212e-03
6.220000000000000000e+02 2.999981283080802030e-02 6.754174499309507744e-03
6.230000000000000000e+02 2.874479360613869244e-02 6.726917484917672649e-03
6.240000000000000000e+02 2.754624708599000965e-02 6.699892470074181663e-03
6.250000000000000000e+02 2.774351240394302281e-02 6.673097351183684793e-03
6.260000000000000000e+02 2.731511203583855338e-02 6.646544310613991015e-03
6.270000000000000000e+02 2.598484182523521507e-02 6.620216958236352194e-03
6.280000000000000000e+02 2.624298212212926307e-02 6.594155978718438740e-03
6.290000000000000000e+02 2.642329163175347745e-02 6.568330706230571248e-03
6.300000000000000000e+02 2.581113882937189491e-02 6.542767501617514567e-03
6.310000000000000000e+02 2.633801570824215871e-02 6.517464198121110386e-03
6.320000000000000000e+02 2.648796526055035780e-02 6.492418635459065376e-03
6.330000000000000000e+02 2.805342860410379308e-02 6.467657045034594897e-03
6.340000000000000000e+02 2.619137513354818578e-02 6.443163021886686923e-03
6.350000000000000000e+02 2.698538078926903533e-02 6.418948550776504974e-03
6.360000000000000000e+02 2.579669956942457279e-02 6.395025567299417006e-03
6.370000000000000000e+02 2.585561401619865946e-02 6.371391817752252752e-03
6.380000000000000000e+02 2.656807162701141020e-02 6.348045051781365730e-03
6.390000000000000000e+02 2.528458735556336420e-02 6.324997130489033378e-03
6.400000000000000000e+02 2.542368246420432035e-02 6.302245765195390280e-03
6.410000000000000000e+02 2.452992997217572080e-02 6.279802746118699937e-03
6.420000000000000000e+02 2.556531732429533077e-02 6.257651679846891815e-03
6.430000000000000000e+02 2.502600848902492361e-02 6.235832416466274841e-03
6.440000000000000000e+02 2.524647081724061895e-02 6.214300441336342330e-03
6.450000000000000000e+02 2.482502691906465081e-02 6.193095504202218195e-03
6.460000000000000000e+02 2.353833469882772936e-02 6.172215167961954234e-03
6.470000000000000000e+02 2.463141683129274617e-02 6.151643016877297344e-03
6.480000000000000000e+02 2.608215216946518228e-02 6.131390616982746594e-03
6.490000000000000000e+02 2.477989170186878365e-02 6.111455520034866744e-03
6.500000000000000000e+02 2.475009608119165330e-02 6.091863108239600755e-03
6.510000000000000000e+02 2.394333490202256443e-02 6.072583257878180069e-03
6.520000000000000000e+02 2.473305376042244166e-02 6.053628613000692008e-03
6.530000000000000000e+02 2.384303269387377106e-02 6.035011968615457655e-03
6.540000000000000000e+02 2.377223139408378080e-02 6.016732183976585165e-03
6.550000000000000000e+02 2.263705079860771005e-02 5.998801911457224585e-03
6.560000000000000000e+02 2.378284599620084094e-02 5.981192325146393943e-03
6.570000000000000000e+02 2.435481178278734934e-02 5.963929826811874800e-03
6.580000000000000000e+02 2.333334408056359985e-02 5.947013126673268354e-03
6.590000000000000000e+02 2.334449070471885518e-02 5.930440911330043911e-03
6.600000000000000000e+02 2.212481077955663622e-02 5.914211843453288063e-03
6.610000000000000000e+02 2.437767623738749598e-02 5.898324561504384583e-03
6.620000000000000000e+02 2.328623195133490767e-02 5.882791322232356311e-03
6.630000000000000000e+02 2.240314904716104311e-02 5.867597019388558904e-03
6.640000000000000000e+02 2.451907152548649799e-02 5.852753805094360572e-03
6.650000000000000000e+02 2.368164785885807158e-02 5.838260134475243071e-03
6.660000000000000000e+02 2.073421299932955153e-02 5.824100900572392291e-03
6.670000000000000000e+02 2.356275330774497759e-02 5.810288092458040614e-03
6.680000000000000000e+02 2.493314247083498053e-02 5.796833556916605214e-03
6.690000000000000000e+02 2.367249104724523240e-02 5.783708655532845272e-03
6.700000000000000000e+02 2.188181457304569019e-02 5.770938622603537932e-03
6.710000000000000000e+02 2.344776172637299747e-02 5.758508266583101803e-03
6.720000000000000000e+02 2.109493210370487135e-02 5.746415843312849617e-03
6.730000000000000000e+02 2.263369173305197074e-02 5.734659580634393454e-03
6.740000000000000000e+02 2.145461302961209488e-02 5.723237678642550084e-03
6.750000000000000000e+02 2.259289047361599106e-02 5.712161564577451951e-03
6.760000000000000000e+02 2.256975463590659217e-02 5.701416061770537419e-03
6.770000000000000000e+02 2.243487746415611522e-02 5.690999287410363275e-03
6.780000000000000000e+02 2.108835898988041177e-02 5.680896180899950784e-03
6.790000000000000000e+02 2.196986480581519796e-02 5.671131145792080060e-03
6.800000000000000000e+02 2.162274161175108123e-02 5.661689035472810584e-03
6.810000000000000000e+02 2.271676783613776895e-02 5.652554821315097268e-03
6.820000000000000000e+02 2.198421903949570461e-02 5.643726605077328470e-03
6.830000000000000000e+02 2.086467404462036615e-02 5.635215437229332443e-03
6.840000000000000000e+02 2.226703669129688826e-02 5.627019265150395161e-03
6.850000000000000000e+02 2.238850329682827087e-02 5.619110228057419380e-03
6.860000000000000000e+02 2.138927693839741753e-02 5.611499316806326659e-03
6.870000000000000000e+02 1.937344121569646582e-02 5.604184534865093090e-03
6.880000000000000000e+02 2.262396594515860351e-02 5.597163868262321901e-03
6.890000000000000000e+02 2.252343251989250700e-02 5.590435286269891842e-03
6.900000000000000000e+02 2.205798235440192476e-02 5.583984047856351864e-03
6.910000000000000000e+02 2.178118240766325694e-02 5.577808213957168894e-03
6.920000000000000000e+02 2.195097433851302474e-02 5.571905833298748840e-03
6.930000000000000000e+02 2.262699685909949979e-02 5.566274943042813506e-03
6.940000000000000000e+02 1.963956096001067547e-02 5.560901041479440580e-03
6.950000000000000000e+02 2.064455576999179795e-02 5.555794757544598415e-03
6.960000000000000000e+02 2.041075859746406887e-02 5.550916770699214874e-03
6.970000000000000000e+02 2.169686204324028367e-02 5.546302666322945087e-03
6.980000000000000000e+02 2.192765297422706941e-02 5.541913369166606013e-03
6.990000000000000000e+02 2.036214785760304818e-02 5.537771883072039464e-03
7.000000000000000000e+02 2.128601474057150583e-02 5.533851784233871640e-03
7.010000000000000000e+02 2.116730476371792707e-02 5.530151500142006446e-03
7.020000000000000000e+02 2.123792473625844834e-02 5.526657490453243914e-03
7.030000000000000000e+02 2.155504734030021241e-02 5.523380712307692474e-03
7.040000000000000000e+02 2.066913233460644303e-02 5.520319849051518422e-03
7.050000000000000000e+02 2.337910426843443218e-02 5.517437443462873230e-03
7.060000000000000000e+02 2.117319802062893677e-02 5.514768576276165429e-03
7.070000000000000000e+02 2.079966418343662943e-02 5.512276054731592503e-03
7.080000000000000000e+02 2.030649508119438534e-02 5.509958955561222727e-03
7.090000000000000000e+02 2.097039178568217352e-02 5.507828217448188998e-03
7.100000000000000000e+02 2.137727374715406303e-02 5.505859142060368777e-03
7.110000000000000000e+02 2.105598086878671116e-02 5.504050939501894599e-03
7.120000000000000000e+02 2.178257155655883084e-02 5.502414544756930280e-03
7.130000000000000000e+02 2.113198378499457283e-02 5.500913989621917903e-03
7.140000000000000000e+02 2.181644087450878775e-02 5.499560391785987892e-03
7.150000000000000000e+02 2.117729959174606547e-02 5.498353096781997441e-03
7.160000000000000000e+02 2.175364067973306267e-02 5.497268367281081883e-03
7.170000000000000000e+02 2.243949700104530542e-02 5.496305824546311378e-03
7.180000000000000000e+02 2.102947934291144252e-02 5.495465089084914517e-03
7.190000000000000000e+02 2.138295328120954145e-02 5.494734377844277817e-03
7.200000000000000000e+02 2.247652764741214781e-02 5.494113447580067748e-03
7.210000000000000000e+02 2.137764559347925600e-02 5.493590743125860779e-03
7.220000000000000000e+02 2.168277745512913260e-02 5.493166156018305761e-03
7.230000000000000000e+02 2.194178334327815880e-02 5.492839575470132712e-03
7.240000000000000000e+02 2.103333800688965416e-02 5.492599715632517574e-03
7.250000000000000000e+02 2.147791021697889949e-02 5.492446597788303020e-03
7.260000000000000000e+02 2.211295563183915749e-02 5.492369158773736763e-03
7.270000000000000000e+02 2.245032493243587571e-02 5.492367549477360049e-03
7.280000000000000000e+02 2.251136832775568752e-02 5.492441916185149264e-03
7.290000000000000000e+02 2.225851138836194149e-02 5.492559567229633212e-03
7.300000000000000000e+02 2.070835853544392494e-02 5.492742844679263277e-03
7.310000000000000000e+02 2.183520769694479238e-02 5.492981160026198968e-03
7.320000000000000000e+02 2.163959372666046307e-02 5.493253289350579112e-03
7.330000000000000000e+02 2.229652197951535741e-02 5.493570652790365737e-03
7.340000000000000000e+02 2.212648943602469470e-02 5.493923043322678293e-03
7.350000000000000000e+02 2.315911145002108248e-02 5.494289747820681538e-03
7.360000000000000000e+02 2.262231147157902841e-02 5.494692921847923323e-03
7.370000000000000000e+02 2.090757981633735788e-02 5.495101421140693131e-03
7.380000000000000000e+02 2.139113276871814490e-02 5.495526790766514479e-03
7.390000000000000000e+02 2.280268567040666730e-02 5.495959388408370484e-03
7.400000000000000000e+02 2.296365803923323956e-02 5.496389732868014501e-03
7.410000000000000000e+02 2.149710780690696973e-02 5.496808501750709286e-03
7.420000000000000000e+02 2.321736095185525720e-02 5.497216899795751011e-03
7.430000000000000000e+02 2.194599242780433113e-02 5.497616115538271966e-03
7.440000000000000000e+02 2.230690100521180025e-02 5.497986749540269107e-03
7.450000000000000000e+02 2.165503713679651707e-02 5.498330210336793179e-03
7.460000000000000000e+02 2.139452255826850696e-02 5.498637685239284381e-03
7.470000000000000000e+02 2.431974145057658881e-02 5.498910669363370370e-03
7.480000000000000000e+02 2.307033840033131944e-02 5.499140517877506955e-03
7.490000000000000000e+02 2.251099586640097419e-02 5.499328808314295214e-03
7.500000000000000000e+02 2.310752412447690876e-02 5.499467058392757714e-03
7.510000000000000000e+02 2.274526544432957376e-02 5.499546822286087433e-03
7.520000000000000000e+02 2.278928942675827185e-02 5.499559381143058305e-03
7.530000000000000000e+02 2.242056256269547160e-02 5.499515894001564577e-03
7.540000000000000000e+02 2.271359936945159877e-02 5.499407587809435234e-03
7.550000000000000000e+02 2.403605136382502838e-02 5.499225831498297246e-03
7.560000000000000000e+02 2.235847015564730589e-02 5.498962132969629699e-03
7.570000000000000000e+02 2.361868304774932328e-02 5.498637428869338276e-03
7.580000000000000000e+02 2.317544608377613766e-02 5.498233428919021767e-03
7.590000000000000000e+02 2.276972551251740112e-02 5.497751506659176793e-03
7.600000000000000000e+02 2.122614767165344196e-02 5.497183366142390816e-03
7.610000000000000000e+02 2.289745027875020322e-02 5.496530456242446940e-03
7.620000000000000000e+02 2.189193435071137492e-02 5.495784628375996288e-03
7.630000000000000000e+02 2.421915875285993169e-02 5.494947402120724765e-03
7.640000000000000000e+02 2.300424473698066755e-02 5.494001263742879192e-03
7.650000000000000000e+02 2.280820989868790824e-02 5.492947905125587955e-03
7.660000000000000000e+02 2.271754250113111606e-02 5.491788994465143965e-03
7.670000000000000000e+02 2.355580257945871434e-02 5.490507373883578117e-03
7.680000000000000000e+02 2.372706305241036734e-02 5.489114238550842940e-03
7.690000000000000000e+02 2.431950133262945901e-02 5.487583288279774055e-03
7.700000000000000000e+02 2.286116419174964373e-02 5.485935100072333176e-03
7.710000000000000000e+02 2.324326954818023427e-02 5.484152889128401064e-03
7.720000000000000000e+02 2.491430797845139294e-02 5.482229341430171383e-03
7.730000000000000000e+02 2.499347081917960289e-02 5.480175646570478037e-03
7.740000000000000000e+02 2.339580139518321333e-02 5.477975326402094100e-03
